Classe,Nome.Científico,Nome.Científico.Anterior,Autor,Mês.Ano.Avaliação,Categoria,Critério,Bioma,Tendência.Populacional,Ameaça
Amphibia,Scinax maracaya,Scinax maracaya,"(Cardoso & Sazima, 1980)",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,"3.2 - Mineração
3.3.1 - Hidrelétricas
3.3 - Energia renovável
3 - Produção energética e mineração"
Amphibia,Scinax pombali,Ololygon pombali,"Lourenço, Carvalho, Baêta, Pezzuti & Leite, 2013",May-18,DD,,Cerrado,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura"
Amphibia,Scinax skaios,Ololygon skaios,"Pombal, Carvalho, Canelas & Bastos, 2010",May-18,LC,,Cerrado,Desconhecida,
Amphibia,Phasmahyla jandaia,Phasmahyla jandaia,"(Bokermann & Sazima, 1978)",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,"3.2 - Mineração
3 - Produção energética e mineração"
Amphibia,Pseudopaludicola mineira,Pseudopaludicola mineira,"Lobo, 1994",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,"1.2 - Áreas comerciais e industriais
1 - Desenvolvimento residencial e comercial
6.1 - Atividades recreacionais/turísticas
6 - Distúrbios humanos
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Amphibia,Scinax rogerioi,Scinax rogerioi,"Pugliesi, Baêta & Pombal, 2009",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,
Amphibia,Physalaemus evangelistai,Physalaemus evangelistai,"Bokermann, 1967",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,
Amphibia,Physalaemus marmoratus,Physalaemus marmoratus,"(Reinhardt & Lütken, 1862)",May-18,LC,,"Cerrado, Mata Atlântica, Pantanal",Desconhecida,
Amphibia,Pithecopus ayeaye,Pithecopus ayeaye,"Lutz, 1966",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,"2.1.3 - Agricultura agro-industriais
2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura
3.2.3 - Extração de minérios - subsolo
3.2 - Mineração
3 - Produção energética e mineração
5.3 - Extração florestal
5 - Uso de recursos biológicos
9.3.3 - Herbicidas e pesticidas
9.3 - Agrícola e florestal
9 - Poluição"
Amphibia,Bokermannohyla alvarengai,Bokermannohyla alvarengai,"(Bokermann, 1956)",Sep-18,LC,,"Caatinga, Cerrado, Mata Atlântica",Desconhecida,
Amphibia,Pithecopus megacephalus,Phyllomedusa megacephala,"(Miranda-Ribeiro, 1926)",May-18,LC,,"Caatinga, Cerrado, Mata Atlântica",Desconhecida,"6.1 - Atividades recreacionais/turísticas
6 - Distúrbios humanos"
Amphibia,Pithecopus oreades,Phyllomedusa oreades,"(Brandão, 2002)",May-18,LC,,Cerrado,Desconhecida,
Amphibia,Scinax rossaferesae,,"Conte, Araujo-Vieira, Crivellari & Berneck, 2016",Sep-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,"2.1.4 - Agricultura de escala desconhecida
2.1 - Culturas anuais e perenes não-madeireiras
2.3.4 - Pecuária em escala desconhecida
2.3 - Pecuária
2 - Agropecuária e Aquacultura
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Amphibia,Boana botumirim,Hypsiboas botumirim,"(Caramaschi, Cruz, and Nascimento, 2009)",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,
Amphibia,Boana cipoensis,Hypsiboas cipoensis,"(Lutz, 1968)",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,
Amphibia,Pristimantis dundeei,Pristimantis dundeei,"(Heyer & Muñoz, 1999)",May-18,LC,,Cerrado,Desconhecida,
Amphibia,Boana ericae,Hypsiboas ericae,"(Caramaschi & Cruz, 2000)",May-18,LC,,Cerrado,Desconhecida,"3.2 - Mineração
3 - Produção energética e mineração
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Amphibia,Boana goiana,Hypsiboas goianus,"(Lutz, 1968)",May-18,LC,,Cerrado,Desconhecida,
Amphibia,Boana jaguariaivensis,Hypsiboas jaguariaivensis,"(Caramaschi, Cruz & Segalla, 2010)",May-18,LC,,"Cerrado, Mata Atlântica",Desconhecida,
Amphibia,Pristimantis ventrigranulosus,Pristimantis ventrigranulosus,"Maciel, Vaz-Silva, de Oliveira & Padial, 2012",May-18,LC,,Cerrado,Desconhecida,
Amphibia,Proceratophrys branti,Proceratophrys branti,"Brandão, Caramaschi, Vaz-Silva & Campos, 2013",May-18,LC,,Cerrado,Desconhecida,
Amphibia,Allobates brunneus,Allobates brunneus,"(Cope, 1887)",Jun-17,NT,,Cerrado,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura
3.3.1 - Hidrelétricas
3.3 - Energia renovável
3 - Produção energética e mineração
7.2.10 - Represas (grandes)
7.2 - Represas e uso de água
7 - Modificações nos sistemas naturais"
Amphibia,Allobates goianus,Allobates goianus,"(Bokermann, 1975)",Jun-17,NT,,Cerrado,Desconhecida,"2.1.4 - Agricultura de escala desconhecida
2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura
3.2 - Mineração
3 - Produção energética e mineração
5.3 - Extração florestal
5 - Uso de recursos biológicos
7.2 - Represas e uso de água
7 - Modificações nos sistemas naturais
9.3 - Agrícola e florestal
9 - Poluição"
Amphibia,Proceratophrys cururu,Proceratophrys cururu,"Eterovick & Sazima, 1998",May-18,LC,,Cerrado,Desconhecida,"6.1 - Atividades recreacionais/turísticas
6 - Distúrbios humanos
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Amphibia,Bokermannohyla ravida,Bokermannohyla ravida,"(Caramaschi, Napoli & Bernardes, 2001)",Jun-17,DD,,Cerrado,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura"
Amphibia,Bokermannohyla napolii,,"Carvalho, Giaretta & Magrini, 2012",Jun-17,VU,D2,Cerrado,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura
7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Amphibia,Chiasmocleis centralis,Chiasmocleis centralis,"Bokermann, 1952",Jun-17,DD,,Cerrado,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura
3.2 - Mineração
3.3.1 - Hidrelétricas
3.3 - Energia renovável
3 - Produção energética e mineração"
Amphibia,Dendropsophus cerradensis,Dendropsophus cerradensis,"(Napoli & Caramaschi, 1998)",Jun-17,DD,,Cerrado,Desconhecida,"2.2 - Silvicultura
2.3 - Pecuária
2 - Agropecuária e Aquacultura
3.3.1 - Hidrelétricas
3.3 - Energia renovável
3 - Produção energética e mineração"
Amphibia,Dendropsophus tritaeniatus,Dendropsophus tritaeniatus,"(Bokermann, 1965)",Jun-17,LC,,Cerrado,Desconhecida,"3.3.1 - Hidrelétricas
3.3 - Energia renovável
3 - Produção energética e mineração"
Amphibia,Hylodes otavioi,Hylodes otavioi,"Sazima & Bokermann, 1983",Jun-17,NT,,"Cerrado, Mata Atlântica",Desconhecida,"3.2 - Mineração
3 - Produção energética e mineração
7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Gyldenstolpia planaltensis,Gyldenstolpia planaltensis,"(Avila-Pires, 1972)",Jun-13,EN,"B1ab(iii,iv)",Cerrado,Desconhecida,
Mammalia,Oligoryzomys rupestris,Oligoryzomys rupestris,"Weksler & Bonvicino, 2005",Jun-13,EN,"B2ac(iii,iv)","Caatinga, Cerrado",Desconhecida,"7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Thalpomys cerradensis,Thalpomys cerradensis,"Hershkovitz, 1990",Jun-13,VU,A2c+3c,Cerrado,Desconhecida,"7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Lycalopex vetulus,Lycalopex vetulus,"(Lund, 1842)",,VU,A2c+3cd,"Amazônia, Caatinga, Cerrado, Mata Atlântica",,"11.1 - Mudança/alteração de habitat
1.1 - Expansão urbana
11 - Mudanças e extremos climáticos
1 - Desenvolvimento residencial e comercial
2.1.1 - Agricultura de rotação
2.1.3 - Agricultura agro-industriais
2.1 - Culturas anuais e perenes não-madeireiras
2.3.3 - Pecuária agro-industrial
2.3 - Pecuária
2 - Agropecuária e Aquacultura
4.1 - Estradas e ferrovias
4.2 - Atropelamentos
4 - Transportes e serviços de transmissão
5.3 - Extração florestal
5 - Uso de recursos biológicos
6 - Distúrbios humanos
8.2 - Espécies domésticas
8 - Espécies invasoras
problemáticas e doenças"
Mammalia,Lonchophylla bokermanni,Lonchophylla bokermanni,"Sazima, Vizotto e Taddei, 1978",Nov-18,VU,B1ab(iii),"Caatinga, Cerrado",Desconhecida,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
3.2 - Mineração
3.3.2 - Parques eólicos
3.3 - Energia renovável
3 - Produção energética e mineração"
Mammalia,Lonchophylla dekeyseri,Lonchophylla dekeyseri,"Taddei, Vizotto e Sazima, 1983",Nov-18,EN,"B2ab(iii,v)","Cerrado, Mata Atlântica",Declinando,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
2 - Agropecuária e Aquacultura
3.2 - Mineração
3 - Produção energética e mineração
6.1 - Atividades recreacionais/turísticas
6 - Distúrbios humanos
9.3.3 - Herbicidas e pesticidas
9.3 - Agrícola e florestal
9 - Poluição"
Mammalia,Akodon lindberghi,Akodon lindberghi,"Hershkovitz, 1990",Apr-21,LC,,"Cerrado, Mata Atlântica",Desconhecida,
Mammalia,Calomys tocantinsi,Calomys tocantinsi,"Bonvicino, Lima & Almeida, 2003",Oct-20,LC,,"Amazônia, Cerrado",Desconhecida,"5.3.5 - Motivação desconhecida
5.3 - Extração florestal
5 - Uso de recursos biológicos"
Mammalia,Cerradomys marinhus,Cerradomys marinhus,"(Bonvicino, 2003)",Oct-20,LC,,"Amazônia, Cerrado",Desconhecida,"2.1.3 - Agricultura agro-industriais
2.1 - Culturas anuais e perenes não-madeireiras
2.3.3 - Pecuária agro-industrial
2.3 - Pecuária
2 - Agropecuária e Aquacultura"
Mammalia,Cerradomys scotti,Cerradomys scotti,"(Langguth & Bonvicino, 2002)",Oct-20,LC,,"Amazônia, Caatinga, Cerrado, Pantanal",Desconhecida,"2.1.2 - Agricultura em pequenas propriedades
2.1.3 - Agricultura agro-industriais
2.1 - Culturas anuais e perenes não-madeireiras
2.3.2 - Pecuária em pequenas propriedades
2.3.3 - Pecuária agro-industrial
2.3 - Pecuária
2 - Agropecuária e Aquacultura"
Mammalia,Clyomys laticeps,Clyomys laticeps,"(Thomas, 1909)",Oct-20,LC,,"Cerrado, Mata Atlântica, Pantanal",Desconhecida,"2.1.2 - Agricultura em pequenas propriedades
2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura"
Mammalia,Monodelphis kunsi,Monodelphis kunsi,"Pine, 1975",Oct-19,LC,,"Amazônia, Cerrado, Mata Atlântica",Desconhecida,
Mammalia,Ctenomys bicolor,Ctenomys bicolor,"Miranda-Ribeiro, 1914",Sep-21,EN,B2ab(iii),"Amazônia, Cerrado",Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2.2 - Silvicultura
2.3 - Pecuária
2 - Agropecuária e Aquacultura
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Ctenomys nattereri,Ctenomys nattereri,,Sep-21,LC,,"Amazônia, Cerrado, Pantanal",Estável,"7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Thylamys velutinus,Thylamys velutinus,"(Wagner, 1842)",Oct-19,LC,,"Cerrado, Mata Atlântica",Declinando,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
2.1.1 - Agricultura de rotação
2.1.3 - Agricultura agro-industriais
2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura
4.1 - Estradas e ferrovias
4 - Transportes e serviços de transmissão
7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Euryoryzomys lamia,Euryoryzomys lamia,"(Thomas, 1901)",Oct-21,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",Cerrado,Desconhecida,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
2.3.2 - Pecuária em pequenas propriedades
2.3.3 - Pecuária agro-industrial
2.3 - Pecuária
2 - Agropecuária e Aquacultura
5.3.5 - Motivação desconhecida
5.3 - Extração florestal
5 - Uso de recursos biológicos"
Mammalia,Thrichomys apereoides,Thrichomys apereoides,"(Lund, 1839)",Oct-20,LC,,"Caatinga, Cerrado, Mata Atlântica",Desconhecida,"5.1 - Caça e captura de animais terrestres ou marinhos
5 - Uso de recursos biológicos"
Mammalia,Thrichomys pachyurus,Thrichomys pachyurus,"(Wagner, 1845)",Mar-21,LC,,"Cerrado, Pantanal",Desconhecida,
Mammalia,Holochilus sciureus,Holochilus sciureus,"Wagner, 1842",Apr-21,LC,,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal",Estável,
Mammalia,Thalpomys lasiotis,Thalpomys lasiotis,"Thomas, 1916",Nov-21,EN,A2bc,Cerrado,Desconhecida,12 - Outras ameaças
Mammalia,Kerodon acrobata,Kerodon acrobata,"Moojen, Locks & Langguth, 1997",Sep-21,VU,B1ab(iii),Cerrado,Desconhecida,"5.1.1 - Caça/captura intencional (a espécie é o alvo)
5.1 - Caça e captura de animais terrestres ou marinhos
5 - Uso de recursos biológicos"
Mammalia,Kunsia tomentosus,Kunsia tomentosus,"(Lichtenstein, 1830)",Oct-21,LC,,"Amazônia, Cerrado",Declinando,"2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura"
Mammalia,Microakodontomys transitorius,Microakodontomys transitorius,"Hershkovitz, 1993",Oct-21,EN,"B1ab(ii,iii)+2ab(ii,iii)",Cerrado,Desconhecida,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
2.1 - Culturas anuais e perenes não-madeireiras
2.2 - Silvicultura
2.3 - Pecuária
2 - Agropecuária e Aquacultura"
Mammalia,Rhipidomys ipukensis,Rhipidomys ipukensis,"Rocha, Costa & Costa, 2011",Nov-21,LC,,Cerrado,Desconhecida,"2.1.4 - Agricultura de escala desconhecida
2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura"
Mammalia,Rhipidomys macrurus,Rhipidomys macrurus,"(Gervais, 1855)",Oct-20,LC,,"Caatinga, Cerrado, Mata Atlântica",Desconhecida,
Mammalia,Oecomys cleberi,Oecomys cleberi,"Locks, 1981",Oct-20,LC,,"Amazônia, Cerrado, Mata Atlântica",Declinando,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
2.1.3 - Agricultura agro-industriais
2.1 - Culturas anuais e perenes não-madeireiras
2.3.3 - Pecuária agro-industrial
2.3 - Pecuária
2 - Agropecuária e Aquacultura
5.3.5 - Motivação desconhecida
5.3 - Extração florestal
5 - Uso de recursos biológicos"
Mammalia,Phyllomys brasiliensis,Phyllomys brasiliensis,"Lund, 1840",Sep-21,EN,"B1ab(ii,iii)+2ab(ii,iii)",Cerrado,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura
5.3 - Extração florestal
5 - Uso de recursos biológicos
7.2 - Represas e uso de água
7 - Modificações nos sistemas naturais"
Mammalia,Oligoryzomys moojeni,Oligoryzomys moojeni,"Weksler & Bonvicino, 2005",Oct-20,LC,,Cerrado,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura"
Mammalia,Oxymycterus delator,Oxymycterus delator,"Thomas, 1903",Oct-20,LC,,"Caatinga, Cerrado, Mata Atlântica",Estável,"7.3 - Outras modificações nos ecossistemas
7 - Modificações nos sistemas naturais"
Mammalia,Juscelinomys candango,Juscelinomys candango,"Moojen, 1965",Oct-21,CR,D,Cerrado,Desconhecida,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial"
Mammalia,Carterodon sulcidens,Carterodon sulcidens,"(Lund, 1838)",Sep-21,DD,,"Amazônia, Cerrado",Desconhecida,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
2 - Agropecuária e Aquacultura
7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Calassomys apicalis,,"Pardiñas, Lessa, Teta, Salazar-Bravo & Camara, 2014",Oct-21,NT,,Cerrado,Desconhecida,"1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
3.2 - Mineração
3 - Produção energética e mineração
5.2.2 - Efeitos indiretos (a espécie não é o alvo)
5.2 - Coleta de plantas terrestres
5 - Uso de recursos biológicos
7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Cerradomys akroai,,"Bonvicino, Casado & Weksler, 2014",Nov-21,DD,,Cerrado,Desconhecida,"2 - Agropecuária e Aquacultura
7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Mammalia,Callithrix penicillata,Callithrix penicillata,"(É. Geoffroy Saint-Hilaire, 1812)",Sep-19,LC,,"Caatinga, Cerrado, Mata Atlântica",Desconhecida,"2.1.3 - Agricultura agro-industriais
2.1 - Culturas anuais e perenes não-madeireiras
2.3.3 - Pecuária agro-industrial
2.3 - Pecuária
2 - Agropecuária e Aquacultura
4.1 - Estradas e ferrovias
4 - Transportes e serviços de transmissão
5.1.1.2 - Comercial - Nacional/Local
5.1.1 - Caça/captura intencional (a espécie é o alvo)
5.1 - Caça e captura de animais terrestres ou marinhos
5 - Uso de recursos biológicos
7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais
8.3.1.3 - Hibridação
8.3.1 - Espécie conhecida
8.3 - Espécies nativas problemáticas
8 - Espécies invasoras
problemáticas e doenças"
Mammalia,Oxymycterus itapeby,,"Peçanha, Quintela, Ribas, Althoff, Maestri, Gonçalves & Freitas, 2019",Oct-21,DD,,"Cerrado, Mata Atlântica",Desconhecida,
Mammalia,Akodon kadiweu,,"Brandão et al., 2021",Oct-21,DD,,Cerrado,Desconhecida,"2.3 - Pecuária
2 - Agropecuária e Aquacultura
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Reptilia,Anolis meridionalis,Anolis meridionalis,"(Boettger, 1885)",Oct-20,LC,,"Amazônia, Cerrado, Mata Atlântica, Pantanal",Desconhecida,
Reptilia,Apostolepis striata,Apostolepis striata,"Lema, 2004",Apr-12,EN,B1ab(iii),Amazônia,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura"
Reptilia,Amphisbaena absaberi,Amphisbaena absaberi,"(Strüssmann & Carvalho, 2001)",Mar-21,DD,,Pantanal,Desconhecida,"1.1 - Expansão urbana
1.2 - Áreas comerciais e industriais
1 - Desenvolvimento residencial e comercial"
Reptilia,Bachia cacerensis,Bachia cacerensis,"Castrillon & Strüssmann, 1998",Mar-21,DD,,Pantanal,Desconhecida,"1.2 - Áreas comerciais e industriais
1 - Desenvolvimento residencial e comercial"
Amphibia,Dendropsophus rhea,Dendropsophus rhea,"(Napoli & Caramaschi, 1999)",Jun-17,DD,,Mata Atlântica,Desconhecida,"2.1 - Culturas anuais e perenes não-madeireiras
2.2.1 - Plantações em pequenas propriedades
2.2 - Silvicultura
2 - Agropecuária e Aquacultura
5.3.5 - Motivação desconhecida
5.3 - Extração florestal
5 - Uso de recursos biológicos"
Reptilia,Helicops boitata,,"Moraes-da-Silva, Amaro, Nunes, Strüssmann, Teixeira Jr., Andrade Jr., Sudré, Recoder, Rodrigues & Curcio, 2019",Nov-19,LC,,Pantanal,Desconhecida,"7.1.3 - Tendência desconhecida
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
Reptilia,Liotyphlops schubarti,Liotyphlops schubarti,"Vanzolini, 1948",Nov-19,DD,,Mata Atlântica,Desconhecida,"1.2 - Áreas comerciais e industriais
1 - Desenvolvimento residencial e comercial
2.1 - Culturas anuais e perenes não-madeireiras
2.3 - Pecuária
2 - Agropecuária e Aquacultura
9.2 - Industrial
9 - Poluição"
Mammalia,Trinomys moojeni,Trinomys moojeni,"(Pessôa, Oliveira & Reis, 1992)",Sep-21,EN,B1ab(iii)+2ab(iii),Mata Atlântica,Declinando,"2.1 - Culturas anuais e perenes não-madeireiras
2 - Agropecuária e Aquacultura
3.2 - Mineração
3 - Produção energética e mineração
7.1.1 - Aumento da frequência/intensidade de incêndios
7.1 - Incêndios e supressão de incêndios
7 - Modificações nos sistemas naturais"
